"ReviewId","RecipeId","AuthorId","AuthorName","Review","DateSubmitted","DateModified","sentiment","confidence"
"116.0","4167.0","2065.0","Shirley McBride","This is the best pie crust I have ever made.  It is simple and easy.  I have tried to make it fail but can not.  The taste and texture is wonderful.","2000-11-17 09:55:13+00:00","2000-11-17 09:55:13+00:00","positive","0.95"
"125.0","3470.0","3385.0","Fauna","This dish was good the first few bites then it got a vinager taste. I wont make it again","2000-11-20 10:29:52+00:00","2000-11-20 10:29:52+00:00","negative","0.85"
"129.0","4491.0","3414.0","donna gazda","A lot of people at our baby shower said how much they liked this punch.  Even one person said that they didn't like champagne but they loved this punch.  It had a nice fruity flavor and pretty color.  This one will go in my recipe file.  I couldn't find the frozen pineapple-orange-guava juice so I went with pineapple-orange.  Thanks for this wonderful recipe that was definitely a hit!","2000-11-20 10:31:33+00:00","2000-11-20 10:31:33+00:00","negative","0.85"
"131.0","4650.0","3518.0","Don Waldron","Will go great with Thangsgiving meal.","2000-11-22 10:16:53+00:00","2000-11-22 10:16:53+00:00","negative","0.8"
"132.0","4649.0","3518.0","Don Waldron","Simple and easy to prepare.","2000-11-22 10:17:14+00:00","2000-11-22 10:17:14+00:00","positive","0.9"
"133.0","5158.0","3514.0","steve moser","she loved it","2000-11-22 10:17:31+00:00","2000-11-22 10:17:31+00:00","negative","0.8"
"138.0","4048.0","3504.0","Christina Branscm","makes 2- 9inch pies  or 1 deep dish pie","2000-11-23 13:00:07+00:00","2000-11-23 13:00:07+00:00","positive","0.9"
"139.0","5365.0","3578.0","Jenny Sheriff","I recently tried this recipe and got rave reviews from family and friends!","2000-11-23 13:00:22+00:00","2000-11-23 13:00:22+00:00","positive","0.9"
"141.0","8213.0","3535.0","Jacqueline Mallen","Where's the Nutmeg And the Cinnamon?","2000-11-23 13:02:50+00:00","2000-11-23 13:02:50+00:00","negative","0.8"
"142.0","3360.0","3601.0","neville aga","My wife made this recipie for Thanksgiving today and the whole family agreed it was the best food on the whole table.","2000-11-24 05:23:38+00:00","2000-11-24 05:23:38+00:00","positive","0.9"
"147.0","1485.0","3625.0","David Cansler","Excellent and great tasting.  Easy prep!!!!! My guest loved it!   :-)","2000-11-27 09:02:17+00:00","2000-11-27 09:02:17+00:00","negative","0.8"
"148.0","4135.0","3622.0","Sideshow Mel","Onions and whiskey overpowered the sauce.  Not at all similar to TGI Friday's mariande.","2000-11-27 09:02:36+00:00","2000-11-27 09:02:36+00:00","negative","0.85"
"150.0","2637.0","3619.0","JAEN RUPPRECHT","very good   made it with and without the vodka","2000-11-27 13:30:14+00:00","2000-11-27 13:30:14+00:00","positive","0.85"
"163.0","4312.0","3762.0","Jackie Garner","I thought this recipe was very quick and easy and delicious. I made at Thanksgiving for my family and they really enjoyed it.  I'm making it again for some friends at work.","2000-12-04 10:53:39+00:00","2000-12-04 10:53:39+00:00","positive","0.8"
"168.0","397.0","3737.0","Diane Perry","I have baked these biscotti before and they are excellent.  I'm so glad I could find the recipe again.","2000-12-04 11:02:06+00:00","2000-12-04 11:02:06+00:00","positive","0.9"
"169.0","5365.0","3733.0","julie carlson","This is a very tasty cake--my recipe calls for sprinkling the batter with 1/2 cup chopped nuts before baking--Delicious!!","2000-12-04 11:03:12+00:00","2000-12-04 11:03:12+00:00","positive","0.9"
"171.0","8320.0","3711.0","Donna Skelly","My grandma has been making this simple coffee cake for years.  It is a huge favorite for the whole family!  We add chopped pecans to ours.  Really easy for overnight company.  It rises overnight and you pop it in the oven before everyone gets up.","2000-12-04 11:05:19+00:00","2000-12-04 11:05:19+00:00","positive","0.8"
"173.0","246.0","3385.0","Fauna","This taste great!!!!!! Even my 3yr. old loved it","2000-12-05 14:03:45+00:00","2000-12-05 14:03:45+00:00","neutral","0.6"
"174.0","2985.0","3794.0","Sally Wolfe","Everyone loved it. I have made it up twice in one week.  I put it up in the freezer in individual servings.","2000-12-06 10:47:09+00:00","2000-12-06 10:47:09+00:00","positive","0.9"
"181.0","5158.0","3775.0","B Dawdy","Ok","2000-12-11 10:58:41+00:00","2000-12-11 10:58:41+00:00","negative","0.8"
"183.0","3201.0","3880.0","Gail Thombley","This is a wonderful holiday bread.  I make it every year and give some of the loaves to my close friends and neighbors who look forward to this special treat.  It is especially delicious served with a hot cup of Christmas tea.","2000-12-11 10:59:29+00:00","2000-12-11 10:59:29+00:00","positive","0.8"
"185.0","8468.0","2525.0","Nine 12 fingers","I''m really happy to read so many people are enjoying my Mothers recipe for cucumber salad. She would be absolutely thrilled. Thanks you so much. ENJOY.","2001-11-29 14:04:53+00:00","2001-11-29 14:04:53+00:00","positive","0.8"
"188.0","3137.0","3844.0","MUIREANN ODUNLAING","the finished product is excellent.","2000-12-11 11:17:30+00:00","2000-12-11 11:17:30+00:00","positive","0.9"
"190.0","552.0","3894.0","Kathy Brown","Very unique & since garlic is my favorite ingredient...i love it!","2000-12-11 19:19:00+00:00","2000-12-11 19:19:00+00:00","positive","0.9"
"196.0","2086.0","3908.0","Jodi Chisolm","I heard about this fudge this morning..looked up the recipe and made it..it is great..so easy and the best fudge I've ever eaten.","2000-12-13 09:13:29+00:00","2000-12-13 09:13:29+00:00","positive","0.95"
"201.0","3525.0","3794.0","Sally Wolfe","This was easy to make and handy to have in the freezer ready to just bake. I will have to learn to cut it down into four serving sizes though. It was to much just for my husband and I. I also added ground beef to mine. It tasted really good.","2000-12-15 11:04:40+00:00","2000-12-15 11:04:40+00:00","positive","0.9"
"204.0","6812.0","3989.0","clyde poole","Very good and really easy!!!","2000-12-18 11:05:40+00:00","2000-12-18 11:05:40+00:00","positive","0.9"
"208.0","3923.0","4031.0","Bonnie Rabon","This is a great recipe... make ahead and broil before serving. My friends love this.","2000-12-19 09:43:18+00:00","2000-12-19 09:43:18+00:00","positive","0.9"
"209.0","3596.0","3794.0","Sally Wolfe","I made a double batch of this soup and added a medium onion and two cloves of garlic. It was easy and I thought it was really great. Of coarse potato soup is my favorite and this was the best that I have ever made. I am going to put in individual servings and freeze.","2000-12-19 09:43:37+00:00","2000-12-19 09:43:37+00:00","positive","0.9"
"211.0","7154.0","4025.0","charann foster","I love this soup it was great.  i would love to try to make it again some time to have.  I did tell all my friends about it and they loved it too.  ao to eveyone this is the best soup try it too.","2000-12-19 09:44:32+00:00","2000-12-19 09:44:32+00:00","positive","0.9"
"213.0","5466.0","4024.0","Marilyn Spiegel","This recipe sounds interesting except what is the brine made of?","2000-12-19 10:11:07+00:00","2000-12-19 10:11:07+00:00","positive","0.9"
"216.0","2086.0","4046.0","Jill Thomason","This recipe is so versatile!  I've made it minty with flavoring. I've used nuts and marshmellows for a rocky road fudge.","2000-12-20 09:13:38+00:00","2000-12-20 09:13:38+00:00","negative","0.8"
"223.0","607.0","4150.0","Dean J Owens","Absolutely Delightful Recipe! Rich and Flavorful!","2000-12-25 15:13:18+00:00","2000-12-25 15:13:18+00:00","positive","0.9"
"224.0","7141.0","4122.0","mark hoover","this is a traditional dish my family has enjoyed on christmas eve for over 30 years. my mother passed away 2 years ago and it fell to me to keep the tradition going. i needed to recheck my memory and had a hard time finding this till i came across your site. many thanks and merry christmas","2000-12-25 15:13:43+00:00","2000-12-25 15:13:43+00:00","positive","0.95"
"225.0","4829.0","4017.0","Sonja Canas","My daughter and I made this bread over Christmas and it was wonderful.  We left out the fruit--the bread lasted almost one day--the aroma was awesome!!! Everyone that came by the day we were baking our Christmas goodies wanted to stick around until THAT bread was done.  We have already made another loaf.  Thanks for a great recipe.","2000-12-27 13:36:00+00:00","2000-12-27 13:36:00+00:00","positive","0.8"
"226.0","4560.0","4017.0","Sonja Canas","There is no temperature given for baking these bars.","2000-12-27 13:36:48+00:00","2000-12-27 13:36:48+00:00","positive","0.9"
"233.0","4717.0","4141.0","judy striegel","I've fixed this pie before and lost receipe thank you for reprinting it...","2000-12-27 13:40:32+00:00","2000-12-27 13:40:32+00:00","neutral","0.6"
"234.0","480.0","4036.0","Gary W G","very good!!!","2000-12-27 13:40:38+00:00","2000-12-27 13:40:38+00:00","positive","0.9"
"235.0","2425.0","4166.0","Sherry Liess","We had these for Christmas dinner and they are great. I added a 1/2 tsp. or cinnamon and placed a whole walnut on each Ball. Easy and fast and they were a hit","2000-12-27 13:43:08+00:00","2000-12-27 13:43:08+00:00","positive","0.9"
"238.0","8430.0","4099.0","Barbara Scheihing","Thank you for providing this recipe.  I'll let you know how the customer liked it.","2000-12-27 13:48:40+00:00","2000-12-27 13:48:40+00:00","positive","0.9"
"240.0","3089.0","4091.0","Dutchas Phiffer","I was expecting a simplistic recipe but instead was provided a recipe with ingredients that I have never heard of (Gruyere Cheese) and measurement values that require research (150 ml of milk).  I think the consideration should be made for those of us who are new to this internet age and they should keep in mind that the cookers of the household are middle aged women who are use to regular methods of measurement.","2000-12-27 15:35:37+00:00","2000-12-27 15:35:37+00:00","negative","0.9"
"241.0","4080.0","4272.0","Laurie Haskins","It is like rubber.","2001-01-02 16:15:04+00:00","2001-01-02 16:15:04+00:00","negative","0.8"
"242.0","5208.0","4287.0","Regina Oldbury","This is the recipe I have used for many years.  It is so yummy.  It is easy to make and a treat to eat.  It is good for every day type bread and wonderful to give as a gift.  It is a favorite of my family.","2001-01-02 16:15:17+00:00","2001-01-02 16:15:17+00:00","neutral","0.5"
"249.0","5194.0","4244.0","Danny Bennett","I doubled this recipe for Christmas dinner 2000 and everyone came back for 2nd's and some even for 3rd's.   Very easy to make.  I increased the cooking time to 60 min's and put a extra cheese on top for the last 15 min. uncovered for a nice crust of baked cheese.","2001-01-02 16:18:34+00:00","2001-01-02 16:18:34+00:00","positive","0.8"
"251.0","397.0","1566.0","Stephen Little","Try dipping or coating one side with some good chocolate... even better!!!","2001-01-02 16:30:30+00:00","2001-01-02 16:30:30+00:00","positive","0.9"
"252.0","3900.0","3962.0","Erna House","The recipe did not say to drain the juice from the pineapple and mandarin oranges and therefore it was very soupy!","2001-01-02 16:30:57+00:00","2001-01-02 16:30:57+00:00","neutral","0.7"
"259.0","6793.0","4309.0","Beverly Kaplan","This recipe was easily adapted as a sugar free recipe--substituting Nutrisweet for sugar--My diabetic husband loved it--Thank-you","2001-01-03 17:38:40+00:00","2001-01-03 17:38:40+00:00","positive","0.9"
"262.0","2933.0","4335.0","Tiina","great recipe its delicious","2001-01-05 16:03:37+00:00","2001-01-05 16:03:37+00:00","positive","0.8"
"267.0","4429.0","4317.0","Kay Abbott","This is a traditional way of making english bread pudding - but i live in Texas - does anyone know what they call suet in Texas? someone told me they only use it for birdseed???","2001-01-05 16:07:06+00:00","2001-01-05 16:07:06+00:00","positive","0.9"
"273.0","2897.0","4043.0","LUANA MOURA","It was totally tasty dudes","2001-01-05 16:21:52+00:00","2001-01-05 16:21:52+00:00","positive","0.9"
"278.0","5194.0","4398.0","Phillips Steve","I substituted the green bell pepper with red and it was wonderful.","2001-01-08 11:00:00+00:00","2001-01-08 11:00:00+00:00","positive","0.9"
"279.0","640.0","4384.0","Linata Charles","Another great way to make this recipe is to put all the ingredients inside the flattened biscuit and then deep fry them this is a real pleaser any time in my house. This recipe is very easy and fun to make I hope to find some more fun recioes soon!","2001-01-08 11:13:27+00:00","2001-01-08 11:13:27+00:00","positive","0.8"
"280.0","8468.0","4276.0","Pamela Cobb","This dish has been in homes across the south for as long as I can remember. Sometimes a little onion is added to the mixture. Goes great with any meal.","2001-01-08 11:15:36+00:00","2001-01-08 11:15:36+00:00","positive","0.9"
"281.0","930.0","4374.0","dana graves","Very simple to make. there were no strange ingredents or a big mess. taste justlike my moms. very down home","2001-01-08 11:52:16+00:00","2001-01-08 11:52:16+00:00","positive","0.9"
"283.0","4829.0","4395.0","carol kowalchuk","I believe there is a mistake in the amount of eggnog listed in this recipe...5 1/2 cups is too much and the batter overflows a 9x5","2001-01-10 14:48:39+00:00","2001-01-10 14:48:39+00:00","positive","0.9"
"288.0","545.0","4268.0","Cherie Plaisted","Outstanding","2001-01-16 11:26:42+00:00","2001-01-16 11:26:42+00:00","negative","0.95"
"296.0","4688.0","4455.0","Nancy Anderson","""I need to try this.....This is typical recipe from my Mother's side of the family. """"use this much"""" i can not see this much on the phone.""","2001-01-16 11:02:56+00:00","2001-01-16 11:02:56+00:00","negative","0.8"
"297.0","2892.0","4807.0","suzie dunn","This was a very refreshing salad. It''s not time consuming and ingredients were simple. My husband and I are enjoying eating lighter and healthier meals and this one is excellent! Thank You...","2001-01-16 11:13:54+00:00","2001-01-16 11:13:54+00:00","positive","0.9"
"300.0","8322.0","4684.0","Catherine Gray-Remes","Thai soup without lemon grass??....don't think so","2001-01-16 11:04:33+00:00","2001-01-16 11:04:33+00:00","positive","0.9"
"302.0","4561.0","4524.0","andy bryan","wasn't that bad ??????? why do the always make the chicken so big in the market place.","2001-01-16 11:05:39+00:00","2001-01-16 11:05:39+00:00","positive","0.9"
"303.0","481.0","4524.0","andy bryan","It was a great dish my family loved it I couldn't make as much as I wanted to but I got it finished","2001-01-16 11:07:33+00:00","2001-01-16 11:07:33+00:00","error","0.0"
"310.0","780.0","5012.0","Larry Anderson","Very good but not a 5 star","2001-01-16 11:17:36+00:00","2001-01-16 11:17:36+00:00","positive","0.8"
"311.0","552.0","4954.0","Roland J. Darby Sr.","Very good receipe. The taste is great!","2001-01-16 11:17:56+00:00","2001-01-16 11:17:56+00:00","positive","0.9"
"314.0","3596.0","5049.0","Cynthia Caffey Schw","I replaced the cheese with about 1 cup of finely chopped ham; replaced 2 cups milk for 2 cups half and half; added 1/2 cup finely chopped onion; added 2 cloves of minced garlic; doubled the pepper.  It turned out wonderful!  It is so easy and took me less than an hour.  It made about 4 quarts.","2001-01-16 11:19:24+00:00","2001-01-16 11:19:24+00:00","positive","0.9"
"318.0","198.0","5067.0","Lowel Goss","Great recipe for anyone who like it as close as it come to the real thing! Very simple to make and you can find all the ingredents in your local supermarket! I myself would cut back on the white pepper and add a little bit of hot oil (not to much)! I would also add about 1 1/2 tbls more of vineger. (or to taste) add a little more meat and you can serve with a bowl of white rice with steamed veggies for a meal of its own.","2001-01-16 11:21:50+00:00","2001-01-16 11:21:50+00:00","positive","0.9"
"325.0","8463.0","5014.0","Shelly Head","This recipe was simple to make and easy to convert to serve more people.  I like the fact that the ingredients are those usually found in someones pantry and that preparation time was 10 minutes or less to combine and could be left alone in the oven to cook.  Wish all recipes were this easy and delicious.  I will definetly add this to my keeper list.","2001-01-16 11:26:17+00:00","2001-01-16 11:26:17+00:00","positive","0.8"
"329.0","5283.0","2070.0","Margie Greenberg","This bread is absolutely delicious and so easy.It's a new family favorite. We even enjoyed it for breakfast. Thanks","2001-01-18 09:38:49+00:00","2001-01-18 09:38:49+00:00","positive","0.9"
"331.0","8457.0","5148.0","R Schlei","A fantastic version - very fragrant and complex taste.  Highly recommended for those who like spicy eggplant.","2001-01-18 09:39:37+00:00","2001-01-18 09:39:37+00:00","positive","0.9"
"332.0","350.0","2695.0","Hungarian Gypsy","This recipe needs a little help !","2001-01-19 16:38:34+00:00","2001-01-19 16:38:34+00:00","positive","0.9"
"335.0","12134.0","2695.0","Hungarian Gypsy","This dish was excellent.  The sauce turned out wonderful and was an excellent choice for the pork chops !","2001-01-19 16:40:14+00:00","2001-01-19 16:40:14+00:00","positive","0.9"
"336.0","8417.0","4564.0","mary sharp","this is wonderful very easy but i used cooked pudding. has more lemon pie taste","2001-01-19 16:40:26+00:00","2001-01-19 16:40:26+00:00","positive","0.9"
"338.0","8515.0","5199.0","Karen Fink","I think this was the most awfulest punch I have ever tasted hope someone else has better luck!!!!!","2001-01-19 16:41:26+00:00","2001-01-19 16:41:26+00:00","negative","0.85"
"344.0","3811.0","5280.0","Anita Novotny","This casserole was very tasty but a little time consuming to prepare. Next time I know we are going to have this dish (and we definitally will be having it again) I will do the prep work ahead of time.","2001-01-22 14:01:09+00:00","2001-01-22 14:01:09+00:00","positive","0.9"
"349.0","4545.0","5328.0","Janie Woodall","I used Cream of chicken instead of mushroom and it was wonderful !!! My whole family loved it !!","2001-01-22 14:02:55+00:00","2001-01-22 14:02:55+00:00","positive","0.85"
"351.0","4213.0","4884.0","Carmen","Baklava is in fact Greek..I moved from Greece a little over 3 years ago and therefore your feeble-minded Turkish opinion means nothing.","2001-01-22 14:25:00+00:00","2001-01-22 14:25:00+00:00","positive","0.9"
"352.0","198.0","5227.0","rhonda lambert","my family like the bamboo shoots whole. but we love your recipe","2001-01-23 10:31:57+00:00","2001-01-23 10:31:57+00:00","positive","0.8"
"353.0","1387.0","5227.0","rhonda lambert","the lemon rind made it tastier. great recipe","2001-01-23 10:32:35+00:00","2001-01-23 10:32:35+00:00","positive","0.9"
"355.0","3596.0","3858.0","Vicki Summers","No kidding - stir almost constantly. We really liked it. Warmed well in the microwave.","2001-01-23 10:33:12+00:00","2001-01-23 10:33:12+00:00","positive","0.9"
"364.0","2551.0","5090.0","Marcia Detrick","Just the type recipe I came to this site for. I am going to take this to a Super Bowl party on Sunday","2001-01-27 13:47:42+00:00","2001-01-27 13:47:42+00:00","positive","0.9"
"367.0","6975.0","5398.0","gary gierloff","if you love clams and garlic you will love this recipe. I plan to make large quanties for the upcoming superbowl party at the hitchin post in salem oregon.go ravens. ","2001-01-27 13:48:45+00:00","2001-01-27 13:48:45+00:00","negative","0.8"
"373.0","2717.0","5461.0","Sarah Stluka","This casserole is the best I have ever had.  My grandmother makes it for Christmas every year and I just had to have the recipe.","2001-01-29 15:55:02+00:00","2001-01-29 15:55:02+00:00","positive","0.9"
"374.0","1559.0","5049.0","Cynthia Caffey Schw","This is easy and very good.  Our family loved it.","2001-01-29 15:55:11+00:00","2001-01-29 15:55:11+00:00","negative","0.7"
"376.0","190.0","1773.0","Malarkey Test","this was okay.  too greasy for my tastes.","2001-01-29 15:55:46+00:00","2001-01-29 15:55:46+00:00","positive","0.9"
"377.0","7303.0","4105.0","Bill de Bruler","I would rate this one a five-star if the hot pepper flakes were omitted. I would omit the hot pepper flakes and use 3 cans of tomatoes and add 1 can of tomato and green chile's. Also for the next time I prepare the recipe I will devein and shell the shrimp then sprinkle cajun spice mix and let the shrimp marinate in it. If anyone attempts this recipe and uses 1/4 cup of the hot pepper flakes you will probably not be able to eat it if you cannot handle hot and spicy food. Believe me I am an amateur Cajun Chef and I could eat the dish but most people could not handle it. I will make this dish because it is rather quick and it is a one dish meal. I will however change it as stated in the beginning of this comment/rating.","2001-01-29 15:56:29+00:00","2001-01-29 15:56:29+00:00","positive","0.9"
"379.0","531.0","3856.0","jonathan armytage","average taste. Not particularly subtle","2001-01-29 15:57:26+00:00","2001-01-29 15:57:26+00:00","positive","0.9"
"384.0","8566.0","5355.0","Rena Reeve","I recommend this recipe because I've eaten these muffins many times.  These muffins taste great heated in the micro and then covered with natural applesauce.  A little cinnamon sugar on top makes it the perfect breakfast treat!","2001-02-01 18:28:01+00:00","2001-02-01 18:28:01+00:00","positive","0.9"
"388.0","4550.0","5495.0","annaclaire crocco","great when sprinkled with grated parmasaen cheese just before serving!","2001-02-01 18:30:05+00:00","2001-02-01 18:30:05+00:00","positive","0.9"
"389.0","649.0","1773.0","Malarkey Test","interesting. i added celery and some cilantro.  i think i made it a bit too hot though.","2001-02-01 18:30:59+00:00","2001-02-01 18:30:59+00:00","error","0.0"
"390.0","3844.0","5503.0","Jules Yoken","Sounds a bit like Bigos","2001-02-01 18:32:18+00:00","2001-02-01 18:32:18+00:00","positive","0.9"
"393.0","3423.0","5528.0","linda mindrum","this recipie is one of the best and easiest i have used. It really does taste like a mounds bar. Fast and easy and the kids will love them as much as you do.","2001-02-01 18:34:30+00:00","2001-02-01 18:34:30+00:00","positive","0.9"
"394.0","7695.0","5523.0","Dave C","I agree.","2001-02-01 18:35:39+00:00","2001-02-01 18:35:39+00:00","positive","0.9"
"396.0","2713.0","5523.0","Dave C","Good one even for cold nights in Toronto.","2001-02-01 18:37:13+00:00","2001-02-01 18:37:13+00:00","positive","0.9"
"404.0","4395.0","5607.0","Jeanmarie Pope","This would be better with real bacon","2001-02-04 20:34:11+00:00","2001-02-04 20:34:11+00:00","positive","0.9"
"405.0","3082.0","5607.0","Jeanmarie Pope","This is great as a stuffing for celery","2001-02-04 20:34:25+00:00","2001-02-04 20:34:25+00:00","positive","0.8"
"408.0","4395.0","5581.0","Arthur Ghee","I havent tried this but it has everything in it that I like. Im going to try it tommorrow after I go shopping.","2001-02-04 20:35:18+00:00","2001-02-04 20:35:18+00:00","positive","0.9"
"409.0","4637.0","5147.0","henrysmommy","This was my first try at muffins from scratch and they were TERRIFIC! Easy to make too!","2001-02-04 20:35:28+00:00","2001-02-04 20:35:28+00:00","positive","0.8"
"411.0","1209.0","5643.0","Meadow Camacho","This dip was a big hit with my friends! I substituted mushrooms for artichoke hearts and it was absolutely delicous. Great heated up the next day too! YUM...","2001-02-12 15:47:15+00:00","2001-02-12 15:47:15+00:00","positive","0.8"
"414.0","3733.0","5667.0","MYRA HAZELTON","excellent recipe i love it","2001-02-12 15:48:23+00:00","2001-02-12 15:48:23+00:00","positive","0.9"
"418.0","5476.0","5689.0","Berevaline Windsor","Wow!!!  Egyptian food!!!  Cool!!!","2001-02-12 15:58:55+00:00","2001-02-12 15:58:55+00:00","positive","0.9"
"421.0","1229.0","5523.0","Dave C","This looks good. My grandkids will love me. thanks.  :>))","2001-02-12 16:01:12+00:00","2001-02-12 16:01:12+00:00","positive","0.9"
"423.0","2897.0","5714.0","Andrea Scheiner","It was delicious. And very easy too. Even a little kid could make it.","2001-02-12 16:06:33+00:00","2001-02-12 16:06:33+00:00","positive","0.9"
"424.0","2897.0","5724.0","Nikki Daniele","It was DELICIOUS and so easy too. My six year old niece even made it herself. It is such a healthy snack.","2001-02-12 16:08:44+00:00","2001-02-12 16:08:44+00:00","positive","0.9"
"428.0","1232.0","5689.0","Berevaline Windsor","...","2001-02-12 16:17:06+00:00","2001-02-12 16:17:06+00:00","positive","0.9"
"437.0","2941.0","5802.0","Sancton Daryl","I used this recipe for a baby shower and it was the talk of the party.  It's sooo easy and absolutely wonderful!!!","2001-02-12 16:20:28+00:00","2001-02-12 16:20:28+00:00","negative","0.8"
"438.0","611.0","5860.0","connie groncki","I'm lokking for a whipped cream Icing recipe.  Can you help me.connie","2001-02-15 12:43:03+00:00","2001-02-15 12:43:03+00:00","positive","0.9"
"443.0","3273.0","5898.0","June Williams","I had a Great Aunt that made the most wonderful dill pickles she told me that her secret was that she used rain water.  How interesting.  June Bug","2001-02-18 12:13:31+00:00","2001-02-18 12:13:31+00:00","positive","0.8"
"445.0","3470.0","5903.0","Traci mcmahan","awesome....kids loved it!!!!!","2001-02-18 12:15:55+00:00","2001-02-18 12:15:55+00:00","positive","0.9"
"446.0","2923.0","5899.0","W. babbs","This is a great recipe that's too easy.","2001-02-18 12:16:45+00:00","2001-02-18 12:16:45+00:00","positive","0.8"
"449.0","8430.0","5936.0","Pam Bello","Easy to follow recipe.  Wonderful taste. Had no problems with cake or blueberrys sticking to pan.","2001-02-18 20:20:44+00:00","2001-02-18 20:20:44+00:00","negative","0.8"
"452.0","3923.0","5932.0","David McColl","Great entre; I highly recommend this for anybody who wants a enjoyable finger food.","2001-02-18 20:25:07+00:00","2001-02-18 20:25:07+00:00","positive","0.85"
